Text,Emotion
"Ugh, this makes me feel sick..",Disgust
Why would anyone do something so gross?...,Disgust
I'm so furious about this injustice!!!,Angry
"Ugh, this makes me feel sick.!!",Disgust
"Everything is under control, don’t worry..",Calm
This is the worst thing I’ve ever experienced.!,Disgust
"Wow, I did not expect that at all!!",Surprised
Why does this always happen to me?!!,Sad
"I can’t stop crying, it hurts so much.",Sad
I'm so excited about this new project!!!,Happy
"I understand, and that’s fine with me..",Calm
I'm heartbroken about what happened..,Sad
"I can’t stop smiling, this is amazing!...",Happy
I won’t tolerate this behavior anymore!...,Angry
I’m terrified of what might happen....,Fear
That was completely out of the blue!.,Surprised
"Oh wow, this is unbelievable!!",Surprised
That’s absolutely disgusting!,Disgust
"This is fantastic news, I'm thrilled!...",Happy
I can’t believe this just happened!!,Surprised
I’ve lost all motivation to keep going....,Sad
"I can’t stop crying, it hurts so much.",Sad
I can’t believe this just happened!...,Surprised
"Oh my goodness, what a surprise!!",Surprised
I just want to be left alone.!!,Sad
Yay! We won the competition!,Happy
I just want to be left alone.,Sad
Why does this always happen to me?!!,Sad
I'm heartbroken about what happened.,Sad
"Wow, I did not expect that at all!!!",Surprised
Yay! We won the competition!!!,Happy
"That seems fair, I agree....",Calm
This is completely revolting!!,Disgust
"I’m speechless, I didn’t see that coming!!",Surprised
I feel like something bad is going to happen....,Fear
This place is giving me chills..,Fear
I'm absolutely delighted with the results!!,Happy
Everything is going better than I expected!.,Happy
I’m not sure I can handle this situation....,Fear
"Oh my goodness, what a surprise!.",Surprised
I feel on top of the world today!!!,Happy
I’m okay with whatever you decide.!,Calm
Why does this always happen to me?.,Sad
Something doesn’t feel right about this..,Fear
"Oh my goodness, what a surprise!!",Surprised
"I’m speechless, I didn’t see that coming!!",Surprised
This caught me totally off guard!!,Surprised
"I understand, and that’s fine with me..",Calm
It doesn’t really bother me either way.!!,Calm
I never imagined it would turn out like this!!,Surprised
"Oh wow, this is unbelievable!...",Surprised
"I understand, and that’s fine with me.!",Calm
"I can’t stop smiling, this is amazing!.",Happy
I feel like something bad is going to happen.!,Fear
I never imagined it would turn out like this!!!,Surprised
"Everything is under control, don’t worry.!",Calm
I can’t stand the sight of this....,Disgust
I can’t believe this just happened!.,Surprised
"My heart is racing, I can’t calm down!.",Fear
"I can't stand this anymore, it's frustrating!",Angry
Let’s take it one step at a time.!!,Calm
"That seems fair, I agree.!",Calm
Let’s just focus on finding a solution.,Calm
This caught me totally off guard!,Surprised
I'm feeling really down today.!!,Sad
That’s absolutely disgusting!!!,Disgust
"I can’t stop smiling, this is amazing!!!",Happy
I’ve had enough of this nonsense!.,Angry
I’ve had enough of this nonsense!.,Angry
We can discuss this calmly and logically..,Calm
That’s absolutely disgusting!,Disgust
I won’t tolerate this behavior anymore!!,Angry
I’ve lost all motivation to keep going.,Sad
This is making me so angry!.,Angry
This caught me totally off guard!,Surprised
This party is so much fun!!,Happy
I'm shocked by this unexpected news!!!,Surprised
I’m okay with whatever you decide....,Calm
I'm so furious about this injustice!!!,Angry
I’ve had enough of this nonsense!...,Angry
This caught me totally off guard!...,Surprised
I’m okay with whatever you decide.!!,Calm
This place is giving me chills.,Fear
It doesn’t really bother me either way.!,Calm
"What a wonderful day, I feel great!",Happy
This place is giving me chills.!!,Fear
That was completely out of the blue!.,Surprised
I’m feeling relaxed and at peace.,Calm
"Stop wasting my time, I’m sick of it!...",Angry
"I can’t stop smiling, this is amazing!!",Happy
"That seems fair, I agree..",Calm
Why does this always happen to me?!!,Sad
I’ve lost all motivation to keep going....,Sad
This is making me so angry!!,Angry
"Wow, I did not expect that at all!",Surprised
"Oh wow, this is unbelievable!!!",Surprised
"I understand, and that’s fine with me....",Calm
"What a wonderful day, I feel great!",Happy
I feel like something bad is going to happen.,Fear
This is the worst thing I’ve ever experienced.!!,Disgust
I can’t stand the sight of this.!!,Disgust
"I understand, and that’s fine with me.",Calm
"Oh my goodness, what a surprise!...",Surprised
This situation is driving me crazy!!,Angry
I feel on top of the world today!!,Happy
I can’t believe how horrible this is..,Disgust
"No way, are you serious?!",Surprised
This is such a sad situation..,Sad
This is such a sad situation.!,Sad
I feel like something bad is going to happen....,Fear
It doesn’t really bother me either way....,Calm
I'm absolutely delighted with the results!!!,Happy
Everything seems hopeless right now.,Sad
"Oh my goodness, what a surprise!!",Surprised
"Everything is under control, don’t worry.!!",Calm
I'm heartbroken about what happened.,Sad
I'm feeling really down today..,Sad
"There’s no rush, we can work it out.!",Calm
"I’m speechless, I didn’t see that coming!!",Surprised
This caught me totally off guard!!!,Surprised
I can’t stand the sight of this....,Disgust
This is making me so angry!,Angry
"I can't stand this anymore, it's frustrating!.",Angry
I feel nauseous just thinking about it.!!,Disgust
This is such a sad situation....,Sad
"I can’t stop smiling, this is amazing!!!",Happy
Everything seems hopeless right now.!!,Sad
We can discuss this calmly and logically.!!,Calm
"No way, are you serious?!",Surprised
How dare you treat me like this!!!,Angry
"I can't stand this anymore, it's frustrating!!!",Angry
Why would anyone do something so gross?...,Disgust
"That seems fair, I agree.",Calm
"Ugh, this makes me feel sick.",Disgust
"I can’t stop crying, it hurts so much.",Sad
"I can’t stop crying, it hurts so much..",Sad
I won’t tolerate this behavior anymore!,Angry
I’m okay with whatever you decide....,Calm
I’m okay with whatever you decide.!,Calm
I feel so lonely and depressed....,Sad
I just want to be left alone....,Sad
It doesn’t really bother me either way..,Calm
This is completely revolting!!!,Disgust
I'm heartbroken about what happened.!,Sad
This is completely revolting!,Disgust
It doesn’t really bother me either way.,Calm
I'm feeling really down today.,Sad
"No way, are you serious?.",Surprised
"Everything is under control, don’t worry....",Calm
I’ve lost all motivation to keep going..,Sad
I’m not sure I can handle this situation.!,Fear
I'm shocked by this unexpected news!...,Surprised
"I understand, and that’s fine with me....",Calm
I’m terrified of what might happen..,Fear
I never imagined it would turn out like this!!!,Surprised
This caught me totally off guard!,Surprised
I feel on top of the world today!!!,Happy
"I can’t stop crying, it hurts so much.!!",Sad
I’m okay with whatever you decide.,Calm
I’m okay with whatever you decide.!,Calm
I'm absolutely delighted with the results!...,Happy
"This is fantastic news, I'm thrilled!",Happy
I'm shocked by this unexpected news!.,Surprised
"Ugh, this makes me feel sick....",Disgust
I'm so excited about this new project!...,Happy
Why does this always happen to me?.,Sad
"This taste is unbearable, I hate it.",Disgust
I feel nauseous just thinking about it.!!,Disgust
What if everything goes wrong?,Fear
Everything is going better than I expected!!!,Happy
I feel on top of the world today!!!,Happy
This is such a sad situation..,Sad
I'm heartbroken about what happened.!!,Sad
I’ve lost all motivation to keep going.,Sad
Why does this always happen to me?!,Sad
"I can't stand this anymore, it's frustrating!.",Angry
"That’s so dirty, I can’t touch it....",Disgust
I never imagined it would turn out like this!...,Surprised
I'm heartbroken about what happened.!,Sad
I’ve had enough of this nonsense!,Angry
"No way, are you serious?...",Surprised
I’m terrified of what might happen....,Fear
That’s absolutely disgusting!,Disgust
"There’s no rush, we can work it out.",Calm
I’m not sure I can handle this situation.!,Fear
I’m really scared right now....,Fear
"That seems fair, I agree.",Calm
"That’s so dirty, I can’t touch it.!!",Disgust
"There’s no rush, we can work it out....",Calm
I’m really scared right now.,Fear
It doesn’t really bother me either way.,Calm
This is completely unacceptable!,Angry
That’s absolutely disgusting!!!,Disgust
I feel nauseous just thinking about it..,Disgust
I’m okay with whatever you decide.!!,Calm
"Stop wasting my time, I’m sick of it!!",Angry
I just want to be left alone.,Sad
I’m really scared right now..,Fear
"Please don’t leave me alone, I’m afraid..",Fear
I’m feeling relaxed and at peace..,Calm
"No way, are you serious?.",Surprised
This place is giving me chills....,Fear
"Oh my goodness, what a surprise!...",Surprised
I’ve had enough of this nonsense!!!,Angry
I’m really scared right now.!,Fear
"Ugh, this makes me feel sick.",Disgust
"I understand, and that’s fine with me..",Calm
I can’t believe this just happened!.,Surprised
How dare you treat me like this!!,Angry
"Please don’t leave me alone, I’m afraid..",Fear
Everything is going better than I expected!!,Happy
I’m not sure I can handle this situation.,Fear
"No way, are you serious?...",Surprised
That’s absolutely disgusting!...,Disgust
I feel so lonely and depressed.!,Sad
This caught me totally off guard!.,Surprised
I'm shocked by this unexpected news!!!,Surprised
What if everything goes wrong?...,Fear
"My heart is racing, I can’t calm down!",Fear
I feel like something bad is going to happen....,Fear
"Everything is under control, don’t worry..",Calm
I feel on top of the world today!!!,Happy
"My heart is racing, I can’t calm down!!",Fear
"Oh wow, this is unbelievable!",Surprised
Life feels so empty without them..,Sad
"I can’t stop shaking, I’m so nervous!",Fear
"Everything is under control, don’t worry....",Calm
How dare you treat me like this!,Angry
This place is giving me chills....,Fear
Yay! We won the competition!.,Happy
I love how everything is turning out!...,Happy
"That seems fair, I agree.!!",Calm
"What a wonderful day, I feel great!!!",Happy
"Please don’t leave me alone, I’m afraid..",Fear
This is making me so angry!,Angry
Everything seems hopeless right now.!!,Sad
"Oh wow, this is unbelievable!!!",Surprised
"This is fantastic news, I'm thrilled!!",Happy
I'm so excited about this new project!,Happy
This is completely revolting!!,Disgust
I can’t believe this just happened!!,Surprised
"I can’t stop shaking, I’m so nervous!...",Fear
"Oh my goodness, what a surprise!!",Surprised
I feel like something bad is going to happen.,Fear
Life feels so empty without them.,Sad
This caught me totally off guard!!!,Surprised
I’m okay with whatever you decide.!,Calm
I feel so lonely and depressed..,Sad
I'm so excited about this new project!,Happy
I feel on top of the world today!!!,Happy
"I can’t stop crying, it hurts so much.",Sad
Why does everything always go wrong?!!,Angry
This party is so much fun!,Happy
That’s absolutely disgusting!!,Disgust
This is completely unacceptable!!!,Angry
Something doesn’t feel right about this.!,Fear
We can discuss this calmly and logically....,Calm
I feel like something bad is going to happen..,Fear
I'm so furious about this injustice!,Angry
"I can't stand this anymore, it's frustrating!",Angry
I'm feeling really down today.!!,Sad
This is completely revolting!!!,Disgust
This situation is driving me crazy!.,Angry
This is completely revolting!!,Disgust
Life feels so empty without them.!!,Sad
I’m terrified of what might happen.!!,Fear
That was completely out of the blue!!!,Surprised
This is completely revolting!!!,Disgust
I just want to be left alone.!!,Sad
I feel like something bad is going to happen....,Fear
I feel like something bad is going to happen.!!,Fear
I’m really scared right now.,Fear
I'm absolutely delighted with the results!,Happy
"Oh my goodness, what a surprise!.",Surprised
I just want to be left alone....,Sad
Why does everything always go wrong?.,Angry
This is the worst thing I’ve ever experienced.!!,Disgust
This caught me totally off guard!!!,Surprised
I love how everything is turning out!!,Happy
"No way, are you serious?...",Surprised
We can discuss this calmly and logically....,Calm
Life feels so empty without them.,Sad
Life feels so empty without them.!!,Sad
This place is giving me chills..,Fear
Yay! We won the competition!.,Happy
I love how everything is turning out!...,Happy
Everything seems hopeless right now.,Sad
Let’s just focus on finding a solution.!,Calm
I'm so excited about this new project!!!,Happy
I just want to be left alone.!,Sad
I never imagined it would turn out like this!,Surprised
"This is fantastic news, I'm thrilled!",Happy
Yay! We won the competition!!!,Happy
This is such a sad situation.!!,Sad
"Wow, I did not expect that at all!...",Surprised
I never imagined it would turn out like this!,Surprised
I'm absolutely delighted with the results!!,Happy
Why does everything always go wrong?,Angry
I never imagined it would turn out like this!!,Surprised
This is completely unacceptable!!,Angry
Something doesn’t feel right about this..,Fear
I'm so excited about this new project!,Happy
Everything is going better than I expected!...,Happy
"I can’t stop crying, it hurts so much....",Sad
I’ve lost all motivation to keep going.!,Sad
I’m not sure I can handle this situation....,Fear
I won’t tolerate this behavior anymore!!,Angry
Let’s take it one step at a time..,Calm
This caught me totally off guard!!,Surprised
This is completely revolting!!,Disgust
Why would anyone do something so gross?,Disgust
"My heart is racing, I can’t calm down!!",Fear
This is the worst thing I’ve ever experienced..,Disgust
"This taste is unbearable, I hate it.",Disgust
"What a wonderful day, I feel great!!",Happy
I love how everything is turning out!!!,Happy
"Please don’t leave me alone, I’m afraid.",Fear
This is completely revolting!!!,Disgust
"I understand, and that’s fine with me.!!",Calm
"I’m speechless, I didn’t see that coming!.",Surprised
I can’t believe how horrible this is..,Disgust
This situation is driving me crazy!...,Angry
I'm shocked by this unexpected news!,Surprised
What if everything goes wrong?...,Fear
I won’t tolerate this behavior anymore!!!,Angry
Let’s take it one step at a time.!!,Calm
I feel like something bad is going to happen.!!,Fear
"Wow, I did not expect that at all!!",Surprised
"That’s so dirty, I can’t touch it.!",Disgust
Why would anyone do something so gross?!,Disgust
I won’t tolerate this behavior anymore!!!,Angry
Why does this always happen to me?.,Sad
I can’t believe this just happened!.,Surprised
Life feels so empty without them.!!,Sad
"Everything is under control, don’t worry....",Calm
"I can't stand this anymore, it's frustrating!...",Angry
I’m okay with whatever you decide.!!,Calm
I feel so lonely and depressed..,Sad
I never imagined it would turn out like this!...,Surprised
I'm so excited about this new project!...,Happy
"That seems fair, I agree.",Calm
I love how everything is turning out!.,Happy
Yay! We won the competition!!!,Happy
"My heart is racing, I can’t calm down!...",Fear
This situation is driving me crazy!,Angry
I'm feeling really down today..,Sad
This is completely unacceptable!...,Angry
"What a wonderful day, I feel great!...",Happy
Yay! We won the competition!!,Happy
"That seems fair, I agree....",Calm
I’ve had enough of this nonsense!...,Angry
Why does everything always go wrong?!!,Angry
"Please don’t leave me alone, I’m afraid.!",Fear
"I can’t stop crying, it hurts so much....",Sad
I'm absolutely delighted with the results!!!,Happy
"Stop wasting my time, I’m sick of it!",Angry
I love how everything is turning out!...,Happy
Yay! We won the competition!.,Happy
I can’t believe how horrible this is..,Disgust
"Please don’t leave me alone, I’m afraid.",Fear
I can’t believe this just happened!!!,Surprised
I never imagined it would turn out like this!,Surprised
I feel nauseous just thinking about it.!,Disgust
That was completely out of the blue!.,Surprised
I'm so furious about this injustice!...,Angry
This is the worst thing I’ve ever experienced....,Disgust
I feel so lonely and depressed.,Sad
Everything seems hopeless right now.,Sad
That was completely out of the blue!,Surprised
I'm so furious about this injustice!,Angry
This place is giving me chills.,Fear
"What a wonderful day, I feel great!.",Happy
I feel so lonely and depressed.!!,Sad
What if everything goes wrong?...,Fear
"This is fantastic news, I'm thrilled!...",Happy
What if everything goes wrong?,Fear
This is completely unacceptable!!!,Angry
What if everything goes wrong?...,Fear
This is completely revolting!!!,Disgust
"My heart is racing, I can’t calm down!.",Fear
"Oh my goodness, what a surprise!",Surprised
"This taste is unbearable, I hate it..",Disgust
"Stop wasting my time, I’m sick of it!...",Angry
Life feels so empty without them..,Sad
"My heart is racing, I can’t calm down!",Fear
"What a wonderful day, I feel great!.",Happy
I’ve had enough of this nonsense!...,Angry
It doesn’t really bother me either way.!,Calm
I won’t tolerate this behavior anymore!!,Angry
This is making me so angry!!,Angry
"Oh wow, this is unbelievable!!",Surprised
This is completely revolting!!!,Disgust
Why does everything always go wrong?...,Angry
I feel nauseous just thinking about it.,Disgust
I can’t believe this just happened!,Surprised
"This is fantastic news, I'm thrilled!",Happy
"That’s so dirty, I can’t touch it.",Disgust
Yay! We won the competition!,Happy
"My heart is racing, I can’t calm down!",Fear
We can discuss this calmly and logically....,Calm
This situation is driving me crazy!...,Angry
Why would anyone do something so gross?...,Disgust
Something doesn’t feel right about this.,Fear
Everything is going better than I expected!...,Happy
I'm feeling really down today.!!,Sad
"Oh wow, this is unbelievable!.",Surprised
Why would anyone do something so gross?!!,Disgust
We can discuss this calmly and logically....,Calm
"What a wonderful day, I feel great!!!",Happy
I'm so excited about this new project!...,Happy
I feel nauseous just thinking about it.!,Disgust
Life feels so empty without them.!,Sad
Something doesn’t feel right about this.!!,Fear
"Everything is under control, don’t worry..",Calm
I’m feeling relaxed and at peace....,Calm
Everything seems hopeless right now.!,Sad
"Oh wow, this is unbelievable!.",Surprised
I'm so excited about this new project!...,Happy
"Ugh, this makes me feel sick.!",Disgust
I just want to be left alone..,Sad
"That’s so dirty, I can’t touch it....",Disgust
I feel so lonely and depressed.!,Sad
Everything is going better than I expected!!,Happy
"I’m speechless, I didn’t see that coming!!",Surprised
Everything is going better than I expected!...,Happy
Why does this always happen to me?!!,Sad
Why would anyone do something so gross?.,Disgust
"No way, are you serious?!!",Surprised
How dare you treat me like this!.,Angry
Why does this always happen to me?,Sad
Let’s take it one step at a time.!,Calm
We can discuss this calmly and logically..,Calm
I’m okay with whatever you decide....,Calm
This is such a sad situation.!,Sad
Why would anyone do something so gross?,Disgust
Everything is going better than I expected!,Happy
I’ve lost all motivation to keep going..,Sad
"I can't stand this anymore, it's frustrating!.",Angry
What if everything goes wrong?!!,Fear
I'm absolutely delighted with the results!.,Happy
"I understand, and that’s fine with me..",Calm
I can’t believe this just happened!!,Surprised
I feel so lonely and depressed....,Sad
I'm absolutely delighted with the results!!,Happy
I’m okay with whatever you decide....,Calm
"Please don’t leave me alone, I’m afraid....",Fear
I love how everything is turning out!!,Happy
Everything seems hopeless right now....,Sad
I’m feeling relaxed and at peace....,Calm
Let’s just focus on finding a solution.!!,Calm
I love how everything is turning out!.,Happy
I can’t believe how horrible this is.,Disgust
I’m okay with whatever you decide.!,Calm
"What a wonderful day, I feel great!...",Happy
"This is fantastic news, I'm thrilled!.",Happy
I’m really scared right now....,Fear
"There’s no rush, we can work it out....",Calm
I’m terrified of what might happen.!,Fear
I'm feeling really down today....,Sad
"This taste is unbearable, I hate it....",Disgust
How dare you treat me like this!,Angry
I feel like something bad is going to happen.,Fear
Why would anyone do something so gross?.,Disgust
I’ve had enough of this nonsense!...,Angry
It doesn’t really bother me either way.!,Calm
Let’s take it one step at a time....,Calm
This is completely revolting!!!,Disgust
"I can't stand this anymore, it's frustrating!!!",Angry
This is making me so angry!!,Angry
"That seems fair, I agree.!!",Calm
Let’s take it one step at a time.,Calm
I'm so furious about this injustice!...,Angry
Everything is going better than I expected!,Happy
Why does this always happen to me?!!,Sad
That’s absolutely disgusting!,Disgust
"Please don’t leave me alone, I’m afraid..",Fear
"I can't stand this anymore, it's frustrating!.",Angry
This is completely revolting!,Disgust
I’m feeling relaxed and at peace..,Calm
I’m terrified of what might happen.!!,Fear
I just want to be left alone.!,Sad
"I’m speechless, I didn’t see that coming!!",Surprised
This is completely unacceptable!,Angry
I never imagined it would turn out like this!.,Surprised
That’s absolutely disgusting!,Disgust
This party is so much fun!!!,Happy
"I can’t stop crying, it hurts so much..",Sad
It doesn’t really bother me either way.!,Calm
I feel nauseous just thinking about it.,Disgust
"I can’t stop shaking, I’m so nervous!!",Fear
I'm heartbroken about what happened.!,Sad
Everything seems hopeless right now..,Sad
This caught me totally off guard!...,Surprised
"That’s so dirty, I can’t touch it.!",Disgust
I feel nauseous just thinking about it.!!,Disgust
It doesn’t really bother me either way.!,Calm
"Stop wasting my time, I’m sick of it!",Angry
I'm so furious about this injustice!,Angry
"Ugh, this makes me feel sick.",Disgust
"Everything is under control, don’t worry....",Calm
I can’t stand the sight of this.!!,Disgust
"What a wonderful day, I feel great!!!",Happy
I can’t stand the sight of this..,Disgust
I’ve had enough of this nonsense!!,Angry
I'm heartbroken about what happened..,Sad
I can’t believe this just happened!...,Surprised
"Wow, I did not expect that at all!!",Surprised
Why does everything always go wrong?,Angry
I feel like something bad is going to happen....,Fear
I'm so furious about this injustice!!!,Angry
It doesn’t really bother me either way..,Calm
I’m really scared right now....,Fear
This is making me so angry!,Angry
How dare you treat me like this!.,Angry
Why does this always happen to me?!!,Sad
Why does everything always go wrong?,Angry
This is making me so angry!...,Angry
"That’s so dirty, I can’t touch it....",Disgust
I’m terrified of what might happen.!!,Fear
I feel on top of the world today!...,Happy
Let’s just focus on finding a solution.!,Calm
This caught me totally off guard!.,Surprised
This party is so much fun!!!,Happy
This caught me totally off guard!!!,Surprised
Everything is going better than I expected!...,Happy
I won’t tolerate this behavior anymore!!!,Angry
"No way, are you serious?!!",Surprised
I won’t tolerate this behavior anymore!,Angry
Why would anyone do something so gross?!,Disgust
I feel nauseous just thinking about it.!,Disgust
I'm heartbroken about what happened.,Sad
This is the worst thing I’ve ever experienced.!!,Disgust
I can’t believe how horrible this is.!,Disgust
I’m okay with whatever you decide.!,Calm
We can discuss this calmly and logically....,Calm
I'm so excited about this new project!...,Happy
I can’t stand the sight of this.!!,Disgust
I’m terrified of what might happen....,Fear
"That’s so dirty, I can’t touch it.",Disgust
Something doesn’t feel right about this....,Fear
I can’t believe this just happened!...,Surprised
Let’s just focus on finding a solution....,Calm
What if everything goes wrong?!!,Fear
I'm so excited about this new project!!!,Happy
This caught me totally off guard!,Surprised
I feel like something bad is going to happen..,Fear
This is completely revolting!...,Disgust
"No way, are you serious?!!",Surprised
"Stop wasting my time, I’m sick of it!.",Angry
"Ugh, this makes me feel sick.",Disgust
I'm so excited about this new project!!!,Happy
I can’t stand the sight of this..,Disgust
I'm heartbroken about what happened.!,Sad
"Please don’t leave me alone, I’m afraid....",Fear
"I can’t stop crying, it hurts so much.!!",Sad
This is completely revolting!,Disgust
This is the worst thing I’ve ever experienced..,Disgust
"I can’t stop smiling, this is amazing!!!",Happy
"That seems fair, I agree.",Calm
Let’s take it one step at a time.,Calm
I can’t stand the sight of this.!!,Disgust
This is completely revolting!,Disgust
I can’t stand the sight of this....,Disgust
"Ugh, this makes me feel sick....",Disgust
I won’t tolerate this behavior anymore!,Angry
"There’s no rush, we can work it out..",Calm
"Oh my goodness, what a surprise!",Surprised
"This is fantastic news, I'm thrilled!!",Happy
I never imagined it would turn out like this!,Surprised
This is making me so angry!.,Angry
Why does this always happen to me?!,Sad
I’m terrified of what might happen.,Fear
I'm shocked by this unexpected news!...,Surprised
"No way, are you serious?...",Surprised
This is the worst thing I’ve ever experienced.!,Disgust
"Wow, I did not expect that at all!!!",Surprised
I’m not sure I can handle this situation.,Fear
"That’s so dirty, I can’t touch it..",Disgust
"Wow, I did not expect that at all!!!",Surprised
Life feels so empty without them.,Sad
What if everything goes wrong?...,Fear
I’ve had enough of this nonsense!!,Angry
I’m okay with whatever you decide....,Calm
This situation is driving me crazy!.,Angry
I won’t tolerate this behavior anymore!,Angry
I’m not sure I can handle this situation.!!,Fear
Everything seems hopeless right now....,Sad
I can’t stand the sight of this..,Disgust
"My heart is racing, I can’t calm down!.",Fear
That’s absolutely disgusting!...,Disgust
I won’t tolerate this behavior anymore!!!,Angry
We can discuss this calmly and logically.!,Calm
This party is so much fun!!,Happy
Let’s just focus on finding a solution.!,Calm
I’ve had enough of this nonsense!!!,Angry
I feel nauseous just thinking about it..,Disgust
I'm so furious about this injustice!...,Angry
I can’t believe this just happened!!!,Surprised
I'm absolutely delighted with the results!,Happy
"There’s no rush, we can work it out....",Calm
I'm heartbroken about what happened.!,Sad
This is the worst thing I’ve ever experienced.!,Disgust
I’m okay with whatever you decide.!,Calm
I won’t tolerate this behavior anymore!,Angry
"I can't stand this anymore, it's frustrating!...",Angry
This is completely unacceptable!,Angry
This is completely revolting!...,Disgust
What if everything goes wrong?.,Fear
This place is giving me chills.,Fear
I love how everything is turning out!...,Happy
Something doesn’t feel right about this.,Fear
I love how everything is turning out!!,Happy
Something doesn’t feel right about this..,Fear
I'm so excited about this new project!.,Happy
"This taste is unbearable, I hate it.!",Disgust
"What a wonderful day, I feel great!",Happy
We can discuss this calmly and logically....,Calm
I’ve had enough of this nonsense!!,Angry
Let’s take it one step at a time....,Calm
"Oh wow, this is unbelievable!!!",Surprised
This party is so much fun!.,Happy
"Please don’t leave me alone, I’m afraid..",Fear
I can’t stand the sight of this.,Disgust
I feel so lonely and depressed.!!,Sad
"Everything is under control, don’t worry.",Calm
I feel nauseous just thinking about it.!!,Disgust
"That seems fair, I agree....",Calm
I’m feeling relaxed and at peace.!,Calm
I can’t stand the sight of this.!!,Disgust
I can’t believe this just happened!!!,Surprised
"I can't stand this anymore, it's frustrating!",Angry
I’m feeling relaxed and at peace.,Calm
Let’s take it one step at a time..,Calm
"This taste is unbearable, I hate it..",Disgust
I feel nauseous just thinking about it..,Disgust
This is making me so angry!,Angry
I'm heartbroken about what happened..,Sad
"I can't stand this anymore, it's frustrating!...",Angry
This is completely revolting!...,Disgust
I can’t believe this just happened!,Surprised
I’ve lost all motivation to keep going..,Sad
I'm absolutely delighted with the results!...,Happy
I feel so lonely and depressed....,Sad
We can discuss this calmly and logically.!!,Calm
What if everything goes wrong?,Fear
I feel like something bad is going to happen.!,Fear
I feel nauseous just thinking about it....,Disgust
"My heart is racing, I can’t calm down!.",Fear
"This taste is unbearable, I hate it.",Disgust
This is making me so angry!!!,Angry
"No way, are you serious?.",Surprised
I’m really scared right now.!,Fear
I can’t stand the sight of this.!!,Disgust
That was completely out of the blue!!!,Surprised
I won’t tolerate this behavior anymore!!,Angry
I feel like something bad is going to happen.,Fear
"Everything is under control, don’t worry.",Calm
Something doesn’t feel right about this.,Fear
This is completely revolting!,Disgust
I can’t stand the sight of this..,Disgust
I'm so excited about this new project!.,Happy
We can discuss this calmly and logically.,Calm
This is making me so angry!!,Angry
Why does everything always go wrong?,Angry
"Oh wow, this is unbelievable!.",Surprised
Let’s just focus on finding a solution....,Calm
"I can't stand this anymore, it's frustrating!...",Angry
"Stop wasting my time, I’m sick of it!!!",Angry
"Stop wasting my time, I’m sick of it!",Angry
I'm absolutely delighted with the results!...,Happy
I never imagined it would turn out like this!.,Surprised
Everything is going better than I expected!!,Happy
Let’s just focus on finding a solution.,Calm
I’ve had enough of this nonsense!!,Angry
"What a wonderful day, I feel great!.",Happy
We can discuss this calmly and logically.!!,Calm
I love how everything is turning out!.,Happy
I feel so lonely and depressed.,Sad
I can’t believe this just happened!!!,Surprised
Yay! We won the competition!...,Happy
"Oh wow, this is unbelievable!!",Surprised
"Oh wow, this is unbelievable!!",Surprised
I just want to be left alone..,Sad
"That seems fair, I agree.",Calm
I can’t stand the sight of this.,Disgust
"I can’t stop smiling, this is amazing!",Happy
I’ve lost all motivation to keep going.,Sad
Let’s just focus on finding a solution..,Calm
I'm so furious about this injustice!,Angry
That was completely out of the blue!!!,Surprised
"Please don’t leave me alone, I’m afraid....",Fear
"Wow, I did not expect that at all!",Surprised
I can’t believe this just happened!,Surprised
I'm so furious about this injustice!,Angry
I feel nauseous just thinking about it.!!,Disgust
We can discuss this calmly and logically.!!,Calm
I'm heartbroken about what happened.!,Sad
"That’s so dirty, I can’t touch it..",Disgust
"Wow, I did not expect that at all!...",Surprised
This is completely unacceptable!...,Angry
I'm feeling really down today.,Sad
This is completely revolting!.,Disgust
Everything is going better than I expected!...,Happy
I’m okay with whatever you decide....,Calm
"Ugh, this makes me feel sick..",Disgust
This place is giving me chills.,Fear
That’s absolutely disgusting!!,Disgust
"I understand, and that’s fine with me.!",Calm
Why would anyone do something so gross?...,Disgust
"This is fantastic news, I'm thrilled!.",Happy
That was completely out of the blue!!!,Surprised
"Ugh, this makes me feel sick..",Disgust
That was completely out of the blue!...,Surprised
"Stop wasting my time, I’m sick of it!!!",Angry
"That’s so dirty, I can’t touch it.",Disgust
I can’t believe how horrible this is..,Disgust
Everything is going better than I expected!,Happy
That was completely out of the blue!!,Surprised
It doesn’t really bother me either way.!!,Calm
"Ugh, this makes me feel sick.!",Disgust
"Ugh, this makes me feel sick..",Disgust
I feel like something bad is going to happen.!,Fear
Everything is going better than I expected!...,Happy
"Stop wasting my time, I’m sick of it!!",Angry
This is completely unacceptable!!,Angry
I feel nauseous just thinking about it.,Disgust
"This taste is unbearable, I hate it.!",Disgust
Life feels so empty without them....,Sad
"That’s so dirty, I can’t touch it.!",Disgust
I feel nauseous just thinking about it.,Disgust
Let’s take it one step at a time.!!,Calm
"What a wonderful day, I feel great!!",Happy
We can discuss this calmly and logically.,Calm
It doesn’t really bother me either way.,Calm
"This taste is unbearable, I hate it.!!",Disgust
How dare you treat me like this!...,Angry
"There’s no rush, we can work it out....",Calm
I feel so lonely and depressed.,Sad
We can discuss this calmly and logically.!,Calm
This place is giving me chills.!,Fear
"Everything is under control, don’t worry.!",Calm
We can discuss this calmly and logically..,Calm
"This is fantastic news, I'm thrilled!!",Happy
I'm so excited about this new project!...,Happy
